feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
g__OTU_5pb_7dy	Sample_classification	biofilm positive	-1.06207466871636	0.795244532205548	76	65	0.186028707957558	0.78268272817555
g__OTU_60r_7ke	Disease2	IBS	-1.54728613219541	1.23666434787531	76	54	0.215035350654548	0.78268272817555
g__OTU_6mh_jhi	Archaea_final	yes	0.796549884202746	0.603445723880405	76	40	0.191134594208087	0.78268272817555
g__OTU_6t8_n39	Archaea_final	yes	0.609988764848126	0.488120798998876	76	73	0.215583165768599	0.78268272817555
g__OTU_6xb_5lw	Disease2	UC	1.05257681295311	0.820310822239033	76	63	0.203673706763559	0.78268272817555
g__OTU_75g_dn7	Disease2	IBS-C	-1.4900363065159	1.10889801602589	76	14	0.183382018886462	0.78268272817555
g__OTU_7e8_zkt	Archaea_final	yes	0.600139323593777	0.473211846909838	76	9	0.208919236067708	0.78268272817555
g__OTU_7er_wmy	Disease2	UC	0.426656413146262	0.323838670675898	76	15	0.191968214969566	0.78268272817555
g__OTU_7er_wmy	Archaea_final	yes	0.303977002694006	0.240547087855408	76	15	0.210533555291725	0.78268272817555
g__OTU_7vl_66b	Disease2	UC	-0.680953257942837	0.515230649343681	76	10	0.190588845624339	0.78268272817555
g__OTU_94q_x95	Archaea_final	yes	-0.313497762004279	0.25308849500562	76	13	0.219598664466987	0.78268272817555
g__OTU_9qp_ahy	Disease2	IBS-C	2.2963137667528	1.77007052826722	76	72	0.198787113845883	0.78268272817555
g__OTU_9qp_ahy	Disease2	UC	1.20753808053208	0.948914899129089	76	72	0.20738981186601	0.78268272817555
g__OTU_a5i_svx	Disease2	IBS-C	1.45380322250635	1.18262265766221	76	72	0.223073917830992	0.78268272817555
g__OTU_aoh_md7	Sample_classification	biofilm positive	0.414029192366166	0.318008050522571	76	74	0.197203028608617	0.78268272817555
g__OTU_bie_9ox	Disease2	IBS	-1.03304037645548	0.780488360068904	76	26	0.189948467807257	0.78268272817555
g__OTU_cns_p1y	Disease2	IBS	1.0629989925623	0.793738462181314	76	72	0.184827990498708	0.78268272817555
g__OTU_fsy_s1o	Disease2	UC	0.66228337383178	0.49986913309395	76	20	0.189508676591008	0.78268272817555
g__OTU_g6t_oxk	Disease2	IBS	-0.846572377834123	0.676988100959532	76	41	0.215281626230539	0.78268272817555
g__OTU_go0_1n6	Archaea_final	yes	0.917962897124716	0.741703161776094	76	38	0.219984224353114	0.78268272817555
g__OTU_gr5_393	Sample_classification	biofilm positive	0.410423285083092	0.31514982451595	76	20	0.197078608621201	0.78268272817555
g__OTU_gzb_mis	Sample_classification	biofilm positive	-0.598068075933832	0.484864500805274	76	47	0.221524562641795	0.78268272817555
g__OTU_hge_csd	Sample_classification	biofilm positive	0.503524619142631	0.408186033355733	76	24	0.221490528889193	0.78268272817555
g__OTU_j2i_6v4	Disease2	IBS	1.11433556316808	0.88845600680949	76	24	0.213927539869963	0.78268272817555
g__OTU_jyd_ob7	Disease2	IBS	0.253390323090915	0.201230189160045	76	8	0.212138642773567	0.78268272817555
g__OTU_jyr_2wo	Disease2	UC	0.603245043526584	0.486904651998943	76	12	0.21950646388013	0.78268272817555
g__OTU_kg4_svp	Disease2	UC	-0.918031650403156	0.734275414341343	76	75	0.215369809407722	0.78268272817555
g__OTU_klc_hti	Disease2	IBS-C	0.788654257051581	0.585795453743993	76	8	0.182550539872879	0.78268272817555
g__OTU_mst_wi2	Archaea_final	yes	0.533457045745921	0.43185976115454	76	17	0.220865429448025	0.78268272817555
g__OTU_nk8_8eo	Disease2	IBS	0.226009674544069	0.178509418176298	76	8	0.20967684694299	0.78268272817555
g__OTU_ods_x7z	Archaea_final	yes	-0.725391690248713	0.544346826210675	76	57	0.186987726952299	0.78268272817555
g__OTU_pa7_ht8	Sample_classification	biofilm positive	0.492646868326047	0.396616571316885	76	35	0.218336355287959	0.78268272817555
g__OTU_pm2_9oj	Disease2	UC	0.929966659280896	0.756823183474921	76	36	0.223270546669025	0.78268272817555
g__OTU_pxk_1ex	Disease2	IBS	-0.590928096172035	0.440022989726874	76	76	0.183627073477671	0.78268272817555
g__OTU_pzy_n70	Disease2	IBS-C	-1.63880739927639	1.22358666555833	76	28	0.184790289837848	0.78268272817555
g__OTU_rbe_ww5	Disease2	IBS	-0.746001317212453	0.551264327991927	76	26	0.180328296067883	0.78268272817555
g__OTU_shc_rb5	Disease2	IBS	-1.16478096003486	0.91143215074908	76	28	0.205482480337927	0.78268272817555
g__OTU_smr_5tq	Sample_classification	biofilm positive	-0.479873267886526	0.357422575413701	76	17	0.183741376867762	0.78268272817555
g__OTU_tq6_57b	Sample_classification	biofilm positive	-0.610036845617443	0.468108873649155	76	76	0.196778779898445	0.78268272817555
g__OTU_tq6_57b	Disease2	IBS-C	-1.60462197789874	1.19202994442052	76	76	0.1826053257607	0.78268272817555
g__OTU_2o2_6yo	Disease2	IBS-C	-2.76168612680537	2.28873327508454	76	31	0.231631380441043	0.790811857875976
g__OTU_30c_wq6	Sample_classification	biofilm positive	0.69970842954979	0.579811992728212	76	69	0.231577373191846	0.790811857875976
g__OTU_7vl_66b	Disease2	IBS	-0.533312949481582	0.438789312193845	76	10	0.228289664511477	0.790811857875976
g__OTU_82p_r33	Sample_classification	biofilm positive	-0.837819037757603	0.693869830398618	76	68	0.231319691634964	0.790811857875976
g__OTU_fjz_94m	Sample_classification	biofilm positive	-0.984238895362971	0.812214434272238	76	53	0.229664815413999	0.790811857875976
g__OTU_j4j_kfv	Disease2	IBS	0.853395902630156	0.703484206172031	76	17	0.22916983408036	0.790811857875976
g__OTU_k92_198	Archaea_final	yes	0.882583994477166	0.732349815080158	76	38	0.232207672829589	0.790811857875976
g__OTU_m3t_7yb	Disease2	IBS	0.826213959660808	0.685636372554411	76	25	0.232248956155155	0.790811857875976
g__OTU_ter_b2k	Disease2	IBS	-0.508235492942674	0.423877339976276	76	17	0.23456509531462	0.795845859103175
g__OTU_4ir_ttn	Disease2	IBS-C	-1.28808538777045	1.08197753500027	76	9	0.237874785743226	0.801351228567606
g__OTU_8tj_1vg	Disease2	IBS	0.643411895217211	0.539592186951113	76	14	0.237129366825516	0.801351228567606
g__OTU_2fn_wmd	Archaea_final	yes	0.561406793456296	0.47345532318418	76	9	0.239724596751848	0.804729211711151
g__OTU_38z_b67	Sample_classification	biofilm positive	-0.413334161716437	0.350935328467077	76	9	0.242862291728872	0.80491803696449
g__OTU_6ao_ui9	Disease2	IBS-C	-1.07437678987398	0.912719256718827	76	67	0.243136063562431	0.80491803696449
g__OTU_b3m_ugv	Sample_classification	biofilm positive	1.07151963071846	0.905880269889698	76	56	0.240870944178949	0.80491803696449
g__OTU_k39_6zl	Archaea_final	yes	0.464611492327104	0.394731788659787	76	12	0.243169975377693	0.80491803696449
g__OTU_19n_89a	Sample_classification	biofilm positive	-0.930914430304637	0.800666480029895	76	41	0.248910115079144	0.81539520456961
g__OTU_69x_367	Disease2	IBS	-0.4896101506942	0.420500862791185	76	23	0.248235245737927	0.81539520456961
g__OTU_jyp_8n8	Archaea_final	yes	0.706717147980754	0.606836859408398	76	13	0.24813798797529	0.81539520456961
g__OTU_8kv_lo2	Disease2	UC	-1.47004470335879	1.27343031461706	76	66	0.252263159688387	0.820695003812816
g__OTU_b40_bb0	Disease2	IBS-C	1.09990507904277	0.952807218714324	76	14	0.252268773632813	0.820695003812816
g__OTU_j82_mq3	Disease2	IBS	0.651796941537744	0.565650679302543	76	71	0.253119616965427	0.820695003812816
g__OTU_9qp_ahy	Sample_classification	biofilm positive	0.796865921599507	0.695104787547545	76	72	0.2555347078921	0.82570738944726
g__OTU_60r_7ke	Disease2	UC	-1.65767596107584	1.45210322418813	76	54	0.257523394759602	0.8263643848644
g__OTU_sj2_yh2	Disease2	UC	0.568379136970427	0.499684013231104	76	11	0.259217459673254	0.8263643848644
g__OTU_tq6_57b	Disease2	UC	0.729590231185993	0.639033844360965	76	76	0.257465851322348	0.8263643848644
g__OTU_ttw_nbx	Disease2	UC	0.446325642874031	0.392124618208572	76	12	0.258907668461887	0.8263643848644
g__OTU_33s_05v	Sample_classification	biofilm positive	0.689891182808681	0.608304010892886	76	45	0.260612243845272	0.828032212886315
g__OTU_19b_4z3	Sample_classification	biofilm positive	-0.764627138590824	0.685784024824796	76	72	0.268677543403091	0.828713202054987
g__OTU_4py_s5r	Sample_classification	biofilm positive	0.568578159071129	0.507791957315734	76	28	0.266665972785914	0.828713202054987
g__OTU_6ao_ui9	Sample_classification	biofilm positive	-0.402138591589483	0.358423867806647	76	67	0.265711739437994	0.828713202054987
g__OTU_6kx_a1p	Sample_classification	biofilm positive	-0.374272231270868	0.333385741164291	76	17	0.265426205674993	0.828713202054987
g__OTU_7vl_66b	Disease2	IBS-C	1.07355959948626	0.961092073167215	76	10	0.267804935152827	0.828713202054987
g__OTU_fep_klg	Archaea_final	yes	-0.365600390922942	0.326695069065372	76	76	0.266928255601432	0.828713202054987
g__OTU_j2r_7zv	Sample_classification	biofilm positive	0.954766607514905	0.855239922436746	76	25	0.26808007081722	0.828713202054987
g__OTU_qqe_rgk	Disease2	UC	1.03468852985679	0.916973454054107	76	37	0.263014725796458	0.828713202054987
g__OTU_sj9_cdm	Archaea_final	yes	0.812094171533385	0.722793591537804	76	53	0.265042826341863	0.828713202054987
g__OTU_grv_e2l	Disease2	UC	0.845745232781964	0.764402657657339	76	73	0.272335581526531	0.834576782097434
g__OTU_t8z_21b	Disease2	IBS	0.153582573904574	0.138561380194316	76	8	0.271479411214505	0.834576782097434
g__OTU_k39_6zl	Disease2	IBS	0.498309894226078	0.452569266293662	76	12	0.274638529242961	0.837391985373028
g__OTU_shc_rb5	Archaea_final	yes	0.874601678976246	0.79495288324279	76	28	0.275017157301457	0.837391985373028
g__OTU_1x2_g2s	Archaea_final	yes	0.552779906058089	0.509871963908424	76	44	0.282016401604744	0.839499285485055
g__OTU_4py_s5r	Archaea_final	yes	0.557467480136042	0.51491340641565	76	28	0.28268218190713	0.839499285485055
g__OTU_69p_qym	Disease2	IBS	0.494910908435342	0.454585637700677	76	24	0.280016882419927	0.839499285485055
g__OTU_6ao_ui9	Disease2	UC	0.532047067163506	0.489298526579258	76	67	0.280604620743104	0.839499285485055
g__OTU_6mh_jhi	Disease2	IBS-C	1.6468599741997	1.51540991413406	76	40	0.280878777491177	0.839499285485055
g__OTU_jyd_ob7	Disease2	IBS-C	0.476624631582312	0.440759914403337	76	8	0.283243860410806	0.839499285485055
g__OTU_m3t_7yb	Disease2	UC	0.868219786811052	0.80508085230844	76	25	0.284546073606514	0.839499285485055
g__OTU_nk8_8eo	Sample_classification	biofilm positive	0.165782862601103	0.153542920763508	76	8	0.283974565332246	0.839499285485055
g__OTU_nx0_euh	Disease2	IBS-C	-1.26113792098454	1.16745686800623	76	30	0.283741549212207	0.839499285485055
g__OTU_s93_18j	Disease2	IBS	0.441904145310766	0.403663749456306	76	28	0.277386070544709	0.839499285485055
g__OTU_c68_5vk	Archaea_final	yes	-0.310757260401985	0.290678974188745	76	11	0.288709211203175	0.841330523444837
g__OTU_j2i_6v4	Sample_classification	biofilm positive	-0.817192351136281	0.764195702664194	76	24	0.288585823923471	0.841330523444837
g__OTU_lpt_rsv	Sample_classification	biofilm positive	0.207024005903203	0.193266800037254	76	8	0.287766837886799	0.841330523444837
g__OTU_mn8_t5t	Sample_classification	biofilm positive	0.530572100533953	0.49396478625433	76	64	0.286462424389213	0.841330523444837
g__OTU_177_6lv	Disease2	UC	-0.668431817994017	0.641311431434918	76	11	0.300864156909091	0.84585274067327
g__OTU_1do_kho	Disease2	UC	0.573051771448247	0.592221712666259	76	13	0.336560353657364	0.84585274067327
g__OTU_1gu_aka	Sample_classification	biofilm positive	-0.323419916622399	0.316327559589563	76	11	0.310102224620273	0.84585274067327
g__OTU_1gu_aka	Disease2	IBS	0.382634416738029	0.367763282961343	76	11	0.301717400661231	0.84585274067327
g__OTU_1gu_aka	Disease2	UC	0.430149024087717	0.431831199665201	76	11	0.32263028623344	0.84585274067327
g__OTU_2o2_6yo	Disease2	IBS	-1.03442219324276	1.04492766885487	76	31	0.325610038987925	0.84585274067327
g__OTU_364_bfm	Disease2	IBS-C	-2.11300317239536	2.08854204143536	76	38	0.31516010324644	0.84585274067327
g__OTU_3k9_a18	Sample_classification	biofilm positive	0.578185863877664	0.579831800453104	76	68	0.322120777422328	0.84585274067327
g__OTU_3os_wud	Archaea_final	yes	0.78354675931314	0.75017476109833	76	29	0.299854379152511	0.84585274067327
g__OTU_4c7_3lf	Disease2	IBS-C	1.75226592328201	1.66459329773004	76	12	0.296112917295749	0.84585274067327
g__OTU_4ir_ttn	Archaea_final	yes	0.427657001168795	0.430850234475114	76	9	0.324329305275237	0.84585274067327
g__OTU_4ls_8y5	Sample_classification	biofilm positive	-0.697989984845832	0.718553613661344	76	41	0.33470278858669	0.84585274067327
g__OTU_53w_9iz	Disease2	IBS	0.448727016367778	0.427469162156593	76	15	0.297453176408855	0.84585274067327
g__OTU_53w_9iz	Disease2	IBS-C	0.975735430481003	0.936297243016338	76	15	0.300941253251197	0.84585274067327
g__OTU_69p_qym	Sample_classification	biofilm positive	-0.38270653356866	0.391006857020677	76	24	0.331063337909297	0.84585274067327
g__OTU_6fr_khd	Disease2	IBS	0.927079084676807	0.957299261509127	76	52	0.336162977895681	0.84585274067327
g__OTU_6t6_g6b	Sample_classification	biofilm positive	-0.917341024049628	0.886290654783667	76	53	0.304215530197748	0.84585274067327
g__OTU_6t6_g6b	Disease2	IBS-C	-2.19102178523228	2.25692153991088	76	53	0.334989969987328	0.84585274067327
g__OTU_6t8_n39	Disease2	UC	0.671405179540807	0.657136995863654	76	73	0.31043505018703	0.84585274067327
g__OTU_7nd_fo4	Sample_classification	biofilm positive	-0.734689111234664	0.71806587842933	76	27	0.309759874412095	0.84585274067327
g__OTU_7o2_uuz	Disease2	IBS-C	1.04898409597975	1.045711680714	76	17	0.319253533489782	0.84585274067327
g__OTU_7xx_6nk	Sample_classification	biofilm positive	-0.390469666576428	0.399394148405482	76	12	0.331611743877802	0.84585274067327
g__OTU_7xx_6nk	Archaea_final	yes	0.39360719391206	0.404995389342241	76	12	0.334456329997733	0.84585274067327
g__OTU_8kv_lo2	Disease2	IBS-C	-2.33130460795214	2.37540950381799	76	66	0.329759368398595	0.84585274067327
g__OTU_8kx_41x	Disease2	IBS-C	1.39784421576665	1.34724121263475	76	75	0.303045606809416	0.84585274067327
g__OTU_94q_x95	Disease2	UC	-0.336358110458794	0.340722652336783	76	13	0.326949393045275	0.84585274067327
g__OTU_9dc_cz6	Archaea_final	yes	0.627137849458002	0.605172377332919	76	65	0.303630668834516	0.84585274067327
g__OTU_9l0_247	Disease2	UC	0.516175045484161	0.508343238653354	76	12	0.313408954570723	0.84585274067327
g__OTU_a5i_svx	Disease2	UC	0.619633546010233	0.633990703750022	76	72	0.331759454199644	0.84585274067327
g__OTU_aoh_md7	Disease2	IBS	-0.376527052900788	0.369717026300404	76	74	0.311985655337471	0.84585274067327
g__OTU_ccp_sse	Archaea_final	yes	-0.257438262354471	0.262099254489454	76	15	0.329375818258141	0.84585274067327
g__OTU_cgg_3uv	Disease2	IBS-C	-0.873513846147853	0.880433280093933	76	16	0.324546047962365	0.84585274067327
g__OTU_df8_vdn	Disease2	IBS	0.3684617108467	0.363153059490357	76	18	0.313782058090618	0.84585274067327
g__OTU_df8_vdn	Archaea_final	yes	0.316762129221824	0.316742800287475	76	18	0.320725536287129	0.84585274067327
g__OTU_e5k_uqj	Disease2	IBS-C	-1.61332463455646	1.5329998237552	76	58	0.296236739090863	0.84585274067327
g__OTU_eni_h32	Disease2	IBS-C	0.71608438530642	0.727156388472302	76	8	0.32812694864359	0.84585274067327
g__OTU_eww_tb1	Sample_classification	biofilm positive	0.308747725287448	0.30071867003415	76	11	0.308096786338287	0.84585274067327
g__OTU_gek_29n	Disease2	UC	1.07846759096066	1.06556923873405	76	42	0.314973703668581	0.84585274067327
g__OTU_gt2_tpx	Archaea_final	yes	0.705805503649153	0.668774947293722	76	21	0.294884774317176	0.84585274067327
g__OTU_hzj_d4f	Disease2	IBS	-0.378053588881706	0.385946190650867	76	15	0.330681678638118	0.84585274067327
g__OTU_j2i_6v4	Archaea_final	yes	0.767712783549744	0.774913046096858	76	24	0.325240313821579	0.84585274067327
g__OTU_j4j_kfv	Disease2	UC	0.833547953837636	0.826037950962936	76	17	0.316406155387871	0.84585274067327
g__OTU_j82_mq3	Disease2	UC	0.645015146179062	0.664192492158954	76	71	0.33482888417176	0.84585274067327
g__OTU_luw_wc0	Disease2	IBS	1.27378882610841	1.23608595423352	76	64	0.306321997295604	0.84585274067327
g__OTU_mpf_nq1	Disease2	IBS-C	-1.62388141050905	1.59609715420472	76	37	0.312463191613306	0.84585274067327
g__OTU_mxa_u54	Disease2	UC	0.807945086452011	0.799558760393587	76	13	0.315741414048151	0.84585274067327
g__OTU_o3u_kjg	Archaea_final	yes	-0.329811917389245	0.320651005021341	76	9	0.307222976145349	0.84585274067327
g__OTU_pwm_uzw	Disease2	IBS-C	1.47520569703108	1.47617887347117	76	36	0.321071737051201	0.84585274067327
g__OTU_pxk_1ex	Disease2	IBS-C	0.961234326910512	0.963794230364049	76	76	0.322032807464419	0.84585274067327
g__OTU_qjl_t4r	Disease2	UC	0.356860633017756	0.362096123626715	76	13	0.327752638505864	0.84585274067327
g__OTU_syq_cmj	Sample_classification	biofilm positive	-0.540942604232783	0.521396478872298	76	23	0.30307910764191	0.84585274067327
g__OTU_t8z_21b	Sample_classification	biofilm positive	-0.124363766995368	0.1191820534592	76	8	0.300317606573964	0.84585274067327
g__OTU_1x2_g2s	Disease2	UC	0.659891930971717	0.686419696364249	76	44	0.33968360630751	0.851006068566891
g__OTU_2gc_6d1	Sample_classification	biofilm positive	-0.785157314670932	0.822505707638414	76	38	0.343069084331964	0.851006068566891
g__OTU_4tu_e1b	Sample_classification	biofilm positive	-0.606946250101757	0.638045280836319	76	16	0.344746011748363	0.851006068566891
g__OTU_6xb_5lw	Sample_classification	biofilm positive	-0.569316834469609	0.600898964004827	76	63	0.346672998458302	0.851006068566891
g__OTU_8t5_u4l	Sample_classification	biofilm positive	-0.283270802559673	0.297174157898692	76	14	0.343761310656717	0.851006068566891
g__OTU_h5n_ob0	Disease2	IBS-C	-1.25337994821668	1.30901179893484	76	60	0.341609886641995	0.851006068566891
g__OTU_jnc_9aj	Disease2	IBS	-0.48502959345677	0.511599566618333	76	27	0.346357986624887	0.851006068566891
g__OTU_mn8_t5t	Disease2	IBS-C	-1.19179594056674	1.25787151205717	76	64	0.346658600199606	0.851006068566891
g__OTU_r4i_7g9	Disease2	IBS-C	-1.60888409024044	1.69210343074419	76	21	0.344967732860114	0.851006068566891
g__OTU_gr5_393	Disease2	IBS-C	0.752401015540998	0.802522765427096	76	20	0.351702000348768	0.858912340183367
g__OTU_h5n_ob0	Sample_classification	biofilm positive	0.482575024050814	0.514047521759801	76	60	0.351074263140988	0.858912340183367
g__OTU_170_x4p	Sample_classification	biofilm positive	-0.613239551922923	0.672483545454719	76	54	0.364949795691863	0.860303488603647
g__OTU_534_hgg	Sample_classification	biofilm positive	0.458189330970446	0.501767008817716	76	17	0.364297281972655	0.860303488603647
g__OTU_6kx_a1p	Disease2	IBS	0.3566625219642	0.387595171353907	76	17	0.360632027258733	0.860303488603647
g__OTU_7lh_yvd	Archaea_final	yes	-0.520368338075443	0.567329949255246	76	40	0.362174985052035	0.860303488603647
g__OTU_dd6_pyp	Disease2	UC	0.416648652433524	0.446434268472232	76	11	0.353882980465352	0.860303488603647
g__OTU_drs_0qb	Sample_classification	biofilm positive	-0.389304916025363	0.420941121284667	76	14	0.358224360409776	0.860303488603647
g__OTU_grv_e2l	Archaea_final	yes	0.526703155309559	0.567797640919887	76	73	0.356789758758735	0.860303488603647
g__OTU_jnc_9aj	Sample_classification	biofilm positive	-0.410425115012385	0.44004676348418	76	27	0.354188463648215	0.860303488603647
g__OTU_kg4_svp	Archaea_final	yes	0.505888957451987	0.545419150328728	76	75	0.35684205555218	0.860303488603647
g__OTU_o3u_kjg	Sample_classification	biofilm positive	0.291201923946106	0.316216279138028	76	9	0.360268259513467	0.860303488603647
g__OTU_qjl_t4r	Disease2	IBS-C	0.619179523421532	0.675440629522945	76	13	0.36244498353125	0.860303488603647
g__OTU_r6w_x3u	Disease2	IBS	0.365627346311856	0.396109505898424	76	19	0.359153946521616	0.860303488603647
g__OTU_s93_18j	Disease2	UC	0.433265448201312	0.473985874243441	76	28	0.363807791788085	0.860303488603647
g__OTU_sj2_yh2	Disease2	IBS-C	0.864211294925893	0.932091956906184	76	11	0.357022142060258	0.860303488603647
g__OTU_eni_h32	Sample_classification	biofilm positive	-0.258789882204675	0.285553529563412	76	8	0.367899648128022	0.86297448326326
g__OTU_gai_fsy	Archaea_final	yes	-0.578330833488889	0.637521894144066	76	48	0.367437441405036	0.86297448326326
g__OTU_ccp_sse	Sample_classification	biofilm positive	0.233189944399095	0.258474321681887	76	15	0.370056021519779	0.86376712639752
g__OTU_hge_csd	Disease2	IBS	0.428605490518738	0.474558194931383	76	24	0.369534625659703	0.86376712639752
g__OTU_jnc_9aj	Archaea_final	yes	-0.401590615381649	0.446218130680109	76	27	0.371212827004376	0.864343592289601
g__OTU_170_x4p	Disease2	UC	-0.821973940476947	0.918033751360818	76	54	0.373661382770944	0.864509303778885
g__OTU_75g_dn7	Disease2	IBS	-0.452959844640275	0.506270534665477	76	14	0.374014025108549	0.864509303778885
g__OTU_pm2_9oj	Disease2	IBS	0.577217577473903	0.644538372382038	76	36	0.373561418093513	0.864509303778885
g__OTU_177_6lv	Disease2	IBS-C	-1.05363155902173	1.19627847056218	76	11	0.381462982439678	0.864606501388506
g__OTU_2b0_mhp	Disease2	UC	-0.316467712029368	0.356944732405483	76	76	0.37832943680998	0.864606501388506
g__OTU_47l_syc	Disease2	IBS-C	-0.991544606212243	1.12310629902595	76	63	0.380334323625949	0.864606501388506
g__OTU_7o2_uuz	Sample_classification	biofilm positive	0.362120941299827	0.410649849286095	76	17	0.38088996481707	0.864606501388506
g__OTU_8t5_u4l	Disease2	IBS-C	-0.669950154993475	0.75674808760129	76	14	0.379025140498559	0.864606501388506
g__OTU_d01_dzt	Archaea_final	yes	-0.381131473853684	0.432194842554749	76	76	0.380875502002746	0.864606501388506
g__OTU_gt2_tpx	Disease2	IBS-C	-1.47236447104935	1.67946866693556	76	21	0.383656682233458	0.864606501388506
g__OTU_jnc_9aj	Disease2	IBS-C	-0.983110049717238	1.12057033853971	76	27	0.383308567982977	0.864606501388506
g__OTU_jyp_8n8	Sample_classification	biofilm positive	-0.524191464141324	0.598444073840215	76	13	0.384067309037842	0.864606501388506
g__OTU_pa7_ht8	Archaea_final	yes	-0.353271431166019	0.402178858557011	76	35	0.382735202408067	0.864606501388506
g__OTU_smr_5tq	Disease2	IBS	0.367198719569914	0.415540460367077	76	17	0.37990180656217	0.864606501388506
g__OTU_7nd_fo4	Disease2	IBS-C	-1.59605968643376	1.82854048991158	76	27	0.385723821211587	0.866282813595762
g__OTU_k92_198	Disease2	IBS-C	-1.59683797168477	1.83912177428349	76	38	0.388218450269048	0.869829074895274
g__OTU_15c_vgr	Disease2	UC	0.24120062704774	0.280453501492192	76	8	0.39270418215008	0.871392442186719
g__OTU_6fr_khd	Disease2	UC	-0.962396638200827	1.12407004094411	76	52	0.394824337857806	0.871392442186719
g__OTU_dd6_pyp	Disease2	IBS	0.327284852060778	0.380199791786893	76	11	0.392274327655705	0.871392442186719
g__OTU_hge_csd	Disease2	IBS-C	0.898950111048474	1.03943762240864	76	24	0.390079257375792	0.871392442186719
g__OTU_jvv_aco	Disease2	IBS	0.139776751130284	0.163436002108729	76	10	0.39533699219208	0.871392442186719
g__OTU_n3k_04w	Archaea_final	yes	0.505013862400823	0.589206324863715	76	44	0.394309735258239	0.871392442186719
g__OTU_ttw_nbx	Sample_classification	biofilm positive	0.246623586306604	0.287241458303788	76	12	0.393495484394621	0.871392442186719
g__OTU_1mh_382	Disease2	IBS	-0.286516362575817	0.353340063341176	76	8	0.420183099127296	0.879525248206024
g__OTU_1mh_382	Archaea_final	yes	0.256780825012144	0.308183886082364	76	8	0.407562260542328	0.879525248206024
g__OTU_1x2_g2s	Sample_classification	biofilm positive	-0.412260783389991	0.502820239884138	76	44	0.415057923697274	0.879525248206024
g__OTU_23e_b2z	Disease2	UC	-0.405757627161759	0.487104589292158	76	75	0.407678508307445	0.879525248206024
g__OTU_2b8_f91	Disease2	IBS	0.294055316286959	0.362443038674576	76	10	0.419935184400515	0.879525248206024
g__OTU_2b8_f91	Archaea_final	yes	-0.266055203498453	0.316123518759823	76	10	0.402867959693328	0.879525248206024
g__OTU_33s_05v	Archaea_final	yes	0.511615144364506	0.61683507561031	76	45	0.409686502813358	0.879525248206024
g__OTU_38z_b67	Archaea_final	yes	-0.291766159356895	0.355856966242223	76	9	0.415057738365204	0.879525248206024
g__OTU_3hx_aml	Disease2	UC	0.308250443985403	0.378856039215241	76	15	0.418613263244517	0.879525248206024
g__OTU_69p_qym	Archaea_final	yes	-0.322313025303114	0.39649047169766	76	24	0.419023115077241	0.879525248206024
g__OTU_72z_98c	Disease2	UC	-0.683118792968219	0.833168624401694	76	52	0.415053590648089	0.879525248206024
g__OTU_9n0_ar3	Archaea_final	yes	-0.522829723977213	0.630405325423153	76	42	0.409722912886382	0.879525248206024
g__OTU_acl_n7e	Archaea_final	yes	0.437245558968344	0.522975358393434	76	28	0.40595879566493	0.879525248206024
g__OTU_eww_tb1	Disease2	IBS-C	0.633643468070667	0.765774117317178	76	11	0.410791344984964	0.879525248206024
g__OTU_gb5_l4s	Disease2	IBS-C	-0.601355311081646	0.723523855470158	76	9	0.408716233322775	0.879525248206024
g__OTU_hge_csd	Archaea_final	yes	-0.339359898418897	0.413910574711617	76	24	0.415063562183389	0.879525248206024
g__OTU_j2r_7zv	Disease2	IBS-C	1.834431827746	2.17785146703408	76	25	0.402481699363978	0.879525248206024
g__OTU_npw_zoi	Sample_classification	biofilm positive	0.236986751587038	0.279987649177925	76	16	0.400203618611818	0.879525248206024
g__OTU_nx0_euh	Disease2	IBS	0.440103785661195	0.533005744642437	76	30	0.41177859442226	0.879525248206024
g__OTU_pa7_ht8	Disease2	IBS	-0.377287121246137	0.461107506831288	76	35	0.416008541400649	0.879525248206024
g__OTU_poy_9l2	Archaea_final	yes	0.633510408446214	0.781494988334491	76	60	0.420320487037405	0.879525248206024
g__OTU_q85_krf	Disease2	IBS	-0.525504067119265	0.63528728855586	76	45	0.410939692191714	0.879525248206024
g__OTU_sj9_cdm	Disease2	IBS	0.691376645346013	0.828699828090003	76	53	0.406955270827049	0.879525248206024
g__OTU_1en_ate	Sample_classification	biofilm positive	-0.647748477747272	0.80533818521944	76	27	0.423936243100609	0.882123087028401
g__OTU_1mh_382	Disease2	IBS-C	-0.618077546023293	0.773930277179549	76	8	0.427211089614654	0.882123087028401
g__OTU_6mh_jhi	Sample_classification	biofilm positive	-0.47629914878153	0.595099839011937	76	40	0.426205381389408	0.882123087028401
g__OTU_9l6_viz	Disease2	IBS	-0.591765470949529	0.740521264679088	76	50	0.426923973770995	0.882123087028401
g__OTU_9qp_ahy	Archaea_final	yes	-0.561870935052986	0.704853176217966	76	72	0.428061834863256	0.882123087028401
g__OTU_aud_zon	Disease2	IBS-C	-2.29198939339377	2.8694446955035	76	35	0.427133090486976	0.882123087028401
g__OTU_s93_18j	Archaea_final	yes	-0.280770061408148	0.352076302363432	76	28	0.427875368289239	0.882123087028401
g__OTU_147_hu9	Archaea_final	yes	-0.468062915799109	0.603580837272733	76	44	0.440669994348266	0.882971541104069
